JD,Year,Month,Day,n_g,n_s,Wn,s_g,s_s,Ws,Wolf
2457959,2017,07,24,0,0,1,0,0,0,0.59
2457960,2017,07,25,0,0,1,0,0,2,2.41
2457961,2017,07,26,0,0,1,0,0,0,0.95
2457962,2017,07,27,0,0,1,0,0,0,0.79
2457963,2017,07,28,0,0,2,0,0,0,1.93
2457964,2017,07,29,0,1,4,0,0,0,4.44
2457965,2017,07,30,0,1,4,0,0,0,4.32
2457966,2017,07,31,0,0,0,0,0,0,0.28
2457967,2017,08,1,0,0,1,0,1,6,6.55
2457968,2017,08,2,0,0,0,1,2,9,8.85
2457969,2017,08,3,0,0,0,1,2,8,8.53
2457970,2017,08,4,0,0,0,1,2,8,8.32
2457971,2017,08,5,0,0,0,1,2,8,8.22
2457972,2017,08,6,0,0,1,1,1,8,8.43
2457973,2017,08,7,0,0,0,1,1,8,7.78
2457974,2017,08,8,0,0,0,1,1,7,7.46
2457975,2017,08,9,0,0,0,1,1,8,8.28
2457976,2017,08,10,0,0,1,1,1,8,8.53
2457977,2017,08,11,0,0,0,1,1,7,7.20
2457978,2017,08,12,0,0,0,1,1,8,7.81
2457979,2017,08,13,0,0,0,1,1,6,5.90
2457980,2017,08,14,0,1,4,0,0,1,5.08
2457981,2017,08,15,1,7,13,0,0,0,13.30
2457982,2017,08,16,1,11,18,0,0,0,17.88
2457983,2017,08,17,1,17,24,0,0,1,24.28
2457984,2017,08,18,1,17,23,0,0,0,23.82
2457985,2017,08,19,1,19,26,0,0,0,26.35
2457986,2017,08,20,1,19,30,0,0,0,30.63
2457987,2017,08,21,1,20,34,0,0,0,33.92
2457988,2017,08,22,1,14,26,0,0,2,28.00
2457989,2017,08,23,1,15,29,0,0,1,30.24
2457990,2017,08,24,2,17,34,0,1,1,34.78
2457991,2017,08,25,1,12,26,0,1,2,27.57
2457992,2017,08,26,1,11,24,0,2,3,27.27
2457993,2017,08,27,1,7,18,0,0,0,18.79
2457994,2017,08,28,1,4,12,0,1,3,15.42
2457995,2017,08,29,1,3,15,1,1,8,23.26
2457996,2017,08,30,2,9,24,1,1,10,33.50
2457997,2017,08,31,1,10,22,1,4,15,36.58
2457998,2017,09,1,1,11,21,1,4,16,36.50
2457999,2017,09,2,1,11,17,1,5,19,36.37
2458000,2017,09,3,1,15,26,2,18,35,60.95
2458001,2017,09,4,1,18,31,2,23,41,72.23
2458002,2017,09,5,2,20,37,1,23,38,75.03
2458003,2017,09,6,2,16,33,1,15,22,55.51
2458004,2017,09,7,2,13,30,1,12,20,50.08
2458005,2017,09,8,2,13,35,1,13,20,54.86
2458006,2017,09,9,2,7,23,1,6,13,35.77
2458007,2017,09,10,2,5,26,0,0,1,27.37
2458008,2017,09,11,1,2,14,0,0,1,14.10
2458009,2017,09,12,1,1,7,0,0,1,8.14
2458010,2017,09,13,1,1,8,0,0,1,8.88
2458011,2017,09,14,1,1,8,0,0,0,7.68
2458012,2017,09,15,1,1,8,0,0,0,7.84
2458013,2017,09,16,1,2,8,0,0,0,8.31
2458014,2017,09,17,1,2,7,0,0,0,7.39
2458015,2017,09,18,1,2,10,0,0,0,9.55
2458016,2017,09,19,1,1,7,0,0,1,7.90
2458017,2017,09,20,1,1,8,1,1,6,13.89
2458018,2017,09,21,1,1,8,1,1,8,15.32
2458019,2017,09,22,0,0,2,1,1,7,8.95
2458020,2017,09,23,0,0,1,1,1,8,8.47
2458021,2017,09,24,0,0,1,1,2,13,13.93
2458022,2017,09,25,1,1,8,1,4,16,24.46
2458023,2017,09,26,1,2,9,1,5,18,27.05
2458024,2017,09,27,1,2,9,2,4,20,28.84
2458025,2017,09,28,1,2,9,2,8,23,31.87
2458026,2017,09,29,1,2,9,1,7,21,29.97
2458027,2017,09,30,1,2,10,1,5,19,28.97
2458028,2017,10,1,1,2,9,1,2,15,23.82
2458029,2017,10,2,1,2,8,1,1,10,18.18
2458030,2017,10,3,1,4,10,1,1,7,17.40
2458031,2017,10,4,1,5,12,1,1,8,19.51
2458032,2017,10,5,1,3,10,1,1,7,17.14
2458033,2017,10,6,1,2,9,1,1,6,14.40
2458034,2017,10,7,1,1,9,0,0,0,8.82
2458035,2017,10,8,0,0,2,0,0,0,1.82
2458036,2017,10,9,0,0,0,0,0,0,0.00
2458037,2017,10,10,0,0,0,0,0,0,0.00
2458038,2017,10,11,0,0,1,0,0,0,0.63
2458039,2017,10,12,0,0,0,0,0,0,0.00
2458040,2017,10,13,0,0,1,0,0,0,1.28
2458041,2017,10,14,0,0,1,0,0,0,1.38
2458042,2017,10,15,0,0,2,0,0,0,2.09
2458043,2017,10,16,0,0,1,0,0,0,0.63
2458044,2017,10,17,0,0,0,0,0,0,0.00
2458045,2017,10,18,0,0,0,0,0,0,0.00
2458046,2017,10,19,0,0,0,0,0,0,0.00
2458047,2017,10,20,0,0,0,0,0,0,0.00
2458048,2017,10,21,0,0,0,0,1,6,5.64
2458049,2017,10,22,0,0,1,1,1,6,7.39
2458050,2017,10,23,0,1,5,1,1,6,11.03
2458051,2017,10,24,1,1,8,1,1,8,15.67
2458052,2017,10,25,1,1,8,1,1,7,14.79
2458053,2017,10,26,1,2,8,1,1,9,16.79
2458054,2017,10,27,1,2,9,1,1,9,17.44
2458055,2017,10,28,1,2,9,1,2,9,17.76
2458056,2017,10,29,1,1,8,1,2,8,16.03
2458057,2017,10,30,1,1,8,1,1,6,14.76
2458058,2017,10,31,0,1,4,0,0,1,4.94
2458059,2017,11,1,0,0,0,0,0,0,0.34
2458060,2017,11,2,0,0,2,0,0,0,1.50
2458061,2017,11,3,0,0,0,0,0,0,0.00
2458062,2017,11,4,0,0,0,0,0,0,0.00
2458063,2017,11,5,0,0,0,0,0,0,0.00
2458064,2017,11,6,0,0,0,0,0,0,0.00
2458065,2017,11,7,0,0,0,0,0,0,0.00
2458066,2017,11,8,0,0,0,0,0,0,0.48
2458067,2017,11,9,0,0,0,0,0,0,0.00
2458068,2017,11,10,0,0,0,0,0,0,0.38
2458069,2017,11,11,0,0,0,0,0,0,0.00
2458070,2017,11,12,0,0,0,0,0,0,0.00
2458071,2017,11,13,0,0,0,0,0,0,0.39
2458072,2017,11,14,0,0,0,1,2,7,7.63
2458073,2017,11,15,0,0,0,1,3,10,9.56
2458074,2017,11,16,0,0,1,1,4,12,13.13
2458075,2017,11,17,0,1,4,1,3,9,13.03
2458076,2017,11,18,0,0,1,1,3,8,9.47
2458077,2017,11,19,0,0,0,0,0,1,1.47
2458078,2017,11,20,0,0,1,0,0,0,1.22
2458079,2017,11,21,0,0,0,0,0,1,1.37
2458080,2017,11,22,0,0,0,0,0,1,0.89
2458081,2017,11,23,0,0,0,0,0,1,0.62
2458082,2017,11,24,0,0,1,0,0,0,0.89
2458083,2017,11,25,1,3,8,0,0,0,8.50
2458084,2017,11,26,1,4,10,0,0,0,10.00
2458085,2017,11,27,1,3,10,0,0,0,9.87
2458086,2017,11,28,1,2,8,0,0,0,8.34
2458087,2017,11,29,1,2,9,0,0,0,8.66
2458088,2017,11,30,1,1,8,0,0,0,8.27
2458089,2017,12,1,0,0,2,0,0,0,2.23
2458090,2017,12,2,0,0,0,0,0,0,0.00
2458091,2017,12,3,0,0,0,0,0,0,0.00
2458092,2017,12,4,0,0,0,0,0,0,0.00
2458093,2017,12,5,0,0,0,0,0,0,0.00
2458094,2017,12,6,0,1,6,0,0,0,5.70
2458095,2017,12,7,0,1,4,0,0,0,3.94
2458096,2017,12,8,0,0,1,0,0,0,1.14
2458097,2017,12,9,0,0,0,0,0,0,0.34
2458098,2017,12,10,0,0,1,0,0,2,3.09
2458099,2017,12,11,0,0,0,0,2,7,7.11
2458100,2017,12,12,0,0,1,0,1,3,4.15
2458101,2017,12,13,0,0,0,0,0,0,0.42
2458102,2017,12,14,0,0,0,0,0,0,0.00
2458103,2017,12,15,0,0,0,0,0,0,0.00
2458104,2017,12,16,0,0,0,0,0,0,0.00
2458105,2017,12,17,0,0,0,0,0,0,0.37
2458106,2017,12,18,0,0,0,0,0,0,0.00
2458107,2017,12,19,0,0,2,0,0,0,1.90
2458108,2017,12,20,1,3,8,0,0,0,8.14
2458109,2017,12,21,1,10,17,0,0,0,17.11
2458110,2017,12,22,1,12,20,0,0,0,20.22
2458111,2017,12,23,1,12,19,0,0,0,19.18
2458112,2017,12,24,1,10,16,0,0,0,16.26
2458113,2017,12,25,1,7,14,0,0,0,14.03
2458114,2017,12,26,1,3,10,0,0,0,9.83
2458115,2017,12,27,0,1,5,0,0,0,5.09
2458116,2017,12,28,0,0,0,0,0,0,0.33
2458117,2017,12,29,0,0,1,0,0,0,0.96
2458118,2017,12,30,0,0,0,0,0,0,0.41
2458119,2017,12,31,0,1,2,0,0,0,2.32
2458120,2018,01,1,0,0,0,0,0,0,0.00
2458121,2018,01,2,0,0,0,0,0,0,0.00
2458122,2018,01,3,0,0,0,0,0,0,0.33
2458123,2018,01,4,1,2,8,0,0,0,7.89
2458124,2018,01,5,1,1,6,0,0,0,6.40
2458125,2018,01,6,0,1,5,0,0,0,5.46
2458126,2018,01,7,0,0,4,0,0,0,4.00
2458127,2018,01,8,0,0,2,1,1,7,8.87
2458128,2018,01,9,0,0,0,1,2,8,8.05
2458129,2018,01,10,0,0,1,1,1,9,9.70
2458130,2018,01,11,0,0,0,0,1,5,4.57
2458131,2018,01,12,0,0,0,0,0,0,0.44
2458132,2018,01,13,0,0,0,0,0,0,0.00
2458133,2018,01,14,0,0,0,0,1,2,2.09
2458134,2018,01,15,0,0,0,0,1,5,5.09
2458135,2018,01,16,0,0,0,1,4,11,10.71
2458136,2018,01,17,0,0,0,1,4,12,12.36
2458137,2018,01,18,0,0,0,1,2,10,9.77
2458138,2018,01,19,0,0,0,0,1,4,3.54
2458139,2018,01,20,0,0,0,0,0,1,0.74
2458140,2018,01,21,0,0,0,0,0,0,0.00
2458141,2018,01,22,0,0,0,0,0,0,0.00
2458142,2018,01,23,0,0,0,0,0,0,0.33
2458143,2018,01,24,0,0,0,0,0,0,0.00
2458144,2018,01,25,0,0,0,0,0,0,0.00
2458145,2018,01,26,0,0,0,0,0,0,0.00
2458146,2018,01,27,0,0,0,0,0,0,0.00
2458147,2018,01,28,0,0,0,0,0,0,0.00
2458148,2018,01,29,0,0,0,0,0,0,0.00
2458149,2018,01,30,0,0,0,0,1,2,2.37
2458150,2018,01,31,0,0,0,0,1,2,2.47
2458151,2018,02,1,0,0,0,0,0,1,0.85
2458152,2018,02,2,0,0,0,0,0,1,1.42
2458153,2018,02,3,0,0,0,0,0,1,0.73
2458154,2018,02,4,0,0,0,0,0,3,2.70
2458155,2018,02,5,0,0,0,1,2,9,9.43
2458156,2018,02,6,0,0,1,1,5,12,12.90
2458157,2018,02,7,0,1,1,1,5,11,12.38
2458158,2018,02,8,0,1,2,1,8,13,15.74
2458159,2018,02,9,0,2,3,1,11,18,20.66
2458160,2018,02,10,0,1,1,1,11,19,19.90
2458161,2018,02,11,0,1,2,1,15,23,24.81
2458162,2018,02,12,0,1,2,1,9,15,17.19
2458163,2018,02,13,0,0,1,1,9,16,16.47
2458164,2018,02,14,0,0,1,1,7,13,14.55
2458165,2018,02,15,0,0,0,1,4,10,10.70
2458166,2018,02,16,0,0,0,0,2,7,6.61
2458167,2018,02,17,0,0,0,0,0,0,0.00
2458168,2018,02,18,0,0,0,0,0,0,0.00
2458169,2018,02,19,0,0,0,0,0,0,0.00
2458170,2018,02,20,0,0,0,0,0,0,0.00
2458171,2018,02,21,0,0,0,0,0,0,0.00
2458172,2018,02,22,0,0,0,0,0,0,0.00
2458173,2018,02,23,0,0,0,0,0,0,0.00
2458174,2018,02,24,0,0,0,0,0,0,0.00
2458175,2018,02,25,0,0,1,0,0,0,1.49
2458176,2018,02,26,0,3,8,0,0,0,8.70
2458177,2018,02,27,1,3,8,0,0,0,8.36
2458178,2018,02,28,1,1,7,0,0,1,7.59
2458179,2018,03,1,0,0,4,0,0,0,3.50
2458180,2018,03,2,0,0,2,0,0,0,2.28
2458181,2018,03,3,0,0,0,0,0,0,0.00
2458182,2018,03,4,0,0,0,0,0,0,0.00
2458183,2018,03,5,0,0,0,0,0,0,0.00
2458184,2018,03,6,0,0,0,0,0,0,0.00
2458185,2018,03,7,0,0,0,0,0,0,0.00
2458186,2018,03,8,0,0,0,0,0,0,0.44
2458187,2018,03,9,0,0,0,0,0,0,0.41
2458188,2018,03,10,0,0,0,0,0,0,0.00
2458189,2018,03,11,0,0,0,0,0,0,0.00
2458190,2018,03,12,0,0,0,0,0,0,0.00
2458191,2018,03,13,0,0,0,0,0,0,0.39
2458192,2018,03,14,0,0,0,0,0,0,0.00
2458193,2018,03,15,0,0,0,0,0,1,0.72
2458194,2018,03,16,0,0,0,0,0,0,0.39
2458195,2018,03,17,0,1,3,0,0,0,3.24
2458196,2018,03,18,0,1,4,0,0,0,3.53
2458197,2018,03,19,0,0,0,0,0,0,0.33
2458198,2018,03,20,0,0,0,0,0,0,0.00
2458199,2018,03,21,0,0,0,0,0,0,0.00
2458200,2018,03,22,0,0,0,0,0,0,0.00
2458201,2018,03,23,0,0,0,0,0,0,0.00
2458202,2018,03,24,0,0,0,0,0,0,0.00
2458203,2018,03,25,0,0,0,0,0,0,0.00
2458204,2018,03,26,0,0,0,0,0,0,0.00
2458205,2018,03,27,0,0,0,0,0,0,0.00
2458206,2018,03,28,0,0,0,0,0,0,0.43
2458207,2018,03,29,0,0,0,0,0,2,1.57
2458208,2018,03,30,0,0,0,1,1,6,6.44
2458209,2018,03,31,0,0,0,0,1,5,4.82
2458210,2018,04,1,0,0,0,0,0,2,2.09
2458211,2018,04,2,0,0,0,0,0,0,0.32
2458212,2018,04,3,0,0,0,0,0,0,0.00
2458213,2018,04,4,0,0,0,0,0,0,0.00
2458214,2018,04,5,0,0,0,0,0,0,0.00
2458215,2018,04,6,0,0,0,0,0,0,0.00
2458216,2018,04,7,0,0,0,0,0,0,0.00
2458217,2018,04,8,0,0,0,0,0,0,0.33
2458218,2018,04,9,0,0,0,0,0,1,1.24
2458219,2018,04,10,0,0,0,0,0,2,2.32
2458220,2018,04,11,0,0,0,0,0,0,0.00
2458221,2018,04,12,0,1,5,0,0,1,5.94
2458222,2018,04,13,1,3,8,0,0,0,8.50
2458223,2018,04,14,0,0,2,0,0,0,2.23
2458224,2018,04,15,0,1,4,0,0,0,4.04
2458225,2018,04,16,0,1,4,0,0,0,4.23
2458226,2018,04,17,0,0,3,0,0,0,2.83
2458227,2018,04,18,0,0,1,0,0,1,1.95
2458228,2018,04,19,0,1,5,0,0,1,5.61
2458229,2018,04,20,1,4,10,0,0,0,10.32
2458230,2018,04,21,1,6,12,0,0,2,14.02
2458231,2018,04,22,1,5,12,0,0,0,12.56
2458232,2018,04,23,1,5,11,0,0,0,10.76
2458233,2018,04,24,1,5,11,0,0,0,11.33
2458234,2018,04,25,1,4,11,0,0,0,10.54
2458235,2018,04,26,1,2,10,0,0,0,9.50
2458236,2018,04,27,0,1,6,0,0,0,5.74
2458237,2018,04,28,0,0,1,0,0,0,0.61
2458238,2018,04,29,0,0,1,0,0,0,0.92
2458239,2018,04,30,0,0,0,0,0,0,0.00
2458240,2018,05,1,0,0,0,0,0,0,0.00
2458241,2018,05,2,0,0,0,0,0,0,0.00
2458242,2018,05,3,0,0,0,0,0,0,0.00
2458243,2018,05,4,0,0,1,0,1,5,6.35
2458244,2018,05,5,0,0,0,1,2,7,7.34
2458245,2018,05,6,0,0,0,1,2,8,8.44
2458246,2018,05,7,0,0,1,1,2,7,7.69
2458247,2018,05,8,0,1,5,0,1,4,9.02
2458248,2018,05,9,1,1,6,0,1,5,10.98
2458249,2018,05,10,1,1,7,0,0,0,7.66
2458250,2018,05,11,1,1,6,0,0,0,6.50
2458251,2018,05,12,1,1,8,0,0,0,7.77
2458252,2018,05,13,0,1,5,0,0,0,5.48
2458253,2018,05,14,0,0,0,0,0,0,0.26
2458254,2018,05,15,0,0,2,0,0,0,1.51
2458255,2018,05,16,0,0,0,0,0,0,0.00
2458256,2018,05,17,0,0,0,0,0,0,0.00
2458257,2018,05,18,0,0,0,0,0,0,0.00
2458258,2018,05,19,0,0,1,0,0,0,0.97
2458259,2018,05,20,0,0,0,0,0,0,0.00
2458260,2018,05,21,0,1,6,0,0,0,5.56
2458261,2018,05,22,1,1,6,0,0,0,6.42
2458262,2018,05,23,1,4,12,0,0,1,12.30
2458263,2018,05,24,1,6,18,0,0,1,19.44
2458264,2018,05,25,1,5,17,0,0,1,17.97
2458265,2018,05,26,1,3,15,0,0,1,15.78
2458266,2018,05,27,1,4,13,0,0,2,14.68
2458267,2018,05,28,1,6,12,0,0,0,11.98
2458268,2018,05,29,1,9,16,0,0,0,15.87
2458269,2018,05,30,1,6,13,0,0,0,12.61
2458270,2018,05,31,1,7,13,0,0,0,13.12
2458271,2018,06,1,1,8,15,0,0,0,15.46
2458272,2018,06,2,1,7,13,0,0,0,12.76
2458273,2018,06,3,1,2,7,0,0,0,7.11
2458274,2018,06,4,0,0,2,0,0,0,2.16
2458275,2018,06,5,0,0,0,0,0,0,0.28
2458276,2018,06,6,0,0,2,0,0,0,1.82
2458277,2018,06,7,0,0,1,0,0,0,1.45
2458278,2018,06,8,0,0,0,0,0,0,0.00
2458279,2018,06,9,0,0,0,0,0,0,0.35
2458280,2018,06,10,0,0,0,0,0,0,0.00
2458281,2018,06,11,0,0,0,0,0,0,0.00
2458282,2018,06,12,0,1,5,0,0,0,5.08
2458283,2018,06,13,1,3,9,0,0,0,8.91
2458284,2018,06,14,1,3,10,0,0,0,9.82
2458285,2018,06,15,1,2,7,0,0,0,7.28
2458286,2018,06,16,0,1,5,0,0,0,5.00
2458287,2018,06,17,0,1,3,0,0,0,2.82
2458288,2018,06,18,1,6,18,0,0,0,17.81
2458289,2018,06,19,2,9,27,0,0,0,27.24
2458290,2018,06,20,2,14,32,0,0,0,31.90
2458291,2018,06,21,1,10,24,0,0,1,24.92
2458292,2018,06,22,1,11,23,0,0,0,23.09
2458293,2018,06,23,1,9,21,0,0,0,21.29
2458294,2018,06,24,1,5,14,0,0,0,13.76
2458295,2018,06,25,1,3,10,0,0,0,9.62
2458296,2018,06,26,1,2,8,0,0,0,8.84
2458297,2018,06,27,0,0,2,0,0,0,2.25
2458298,2018,06,28,0,0,0,0,0,0,0.00
2458299,2018,06,29,0,0,0,0,0,0,0.00
2458300,2018,06,30,0,0,0,0,0,0,0.00
2458301,2018,07,1,0,0,0,0,0,0,0.26
2458302,2018,07,2,0,0,0,0,0,0,0.00
2458303,2018,07,3,0,0,0,0,0,0,0.26
2458304,2018,07,4,0,0,0,0,0,0,0.00
2458305,2018,07,5,0,0,0,0,0,0,0.00
2458306,2018,07,6,0,0,0,0,0,0,0.00
2458307,2018,07,7,0,0,0,0,0,0,0.00
2458308,2018,07,8,0,0,0,0,0,0,0.00
2458309,2018,07,9,0,0,0,0,0,0,0.00
2458310,2018,07,10,0,0,0,0,0,0,0.00
2458311,2018,07,11,0,0,0,0,0,0,0.00
2458312,2018,07,12,0,0,0,0,0,1,1.64
2458313,2018,07,13,0,1,2,0,0,0,2.31
2458314,2018,07,14,0,0,2,0,0,0,2.09
2458315,2018,07,15,0,0,1,0,0,0,0.83
2458316,2018,07,16,0,0,0,0,0,0,0.00
2458317,2018,07,17,0,0,0,0,0,0,0.00
2458318,2018,07,18,0,0,0,0,0,0,0.00
2458319,2018,07,19,0,0,0,0,0,0,0.00
2458320,2018,07,20,0,0,0,0,0,0,0.00
2458321,2018,07,21,0,1,4,0,0,0,4.26
2458322,2018,07,22,0,0,0,0,0,0,0.27
2458323,2018,07,23,0,0,0,0,0,0,0.00
2458324,2018,07,24,0,0,0,0,0,0,0.00
2458325,2018,07,25,0,0,0,0,0,0,0.00
2458326,2018,07,26,0,0,0,0,0,0,0.00
2458327,2018,07,27,0,0,0,0,0,0,0.00
2458328,2018,07,28,0,0,0,0,0,0,0.00
2458329,2018,07,29,0,0,0,0,0,0,0.00
2458330,2018,07,30,0,0,0,0,0,1,0.85
2458331,2018,07,31,0,0,0,0,0,0,0.00
2458332,2018,08,1,0,0,0,0,1,6,6.12
2458333,2018,08,2,0,0,0,0,1,6,5.50
2458334,2018,08,3,0,0,0,0,0,1,1.19
2458335,2018,08,4,0,0,0,0,0,0,0.24
2458336,2018,08,5,0,0,0,0,0,0,0.00
2458337,2018,08,6,0,0,0,0,0,0,0.49
2458338,2018,08,7,0,0,0,0,0,0,0.00
2458339,2018,08,8,0,0,0,0,0,0,0.00
2458340,2018,08,9,0,0,0,0,0,0,0.00
2458341,2018,08,10,0,0,0,0,0,0,0.00
2458342,2018,08,11,0,0,0,0,0,0,0.00
2458343,2018,08,12,0,0,0,0,0,0,0.00
2458344,2018,08,13,0,0,0,0,0,0,0.34
2458345,2018,08,14,0,0,0,0,1,6,6.45
2458346,2018,08,15,0,0,0,1,2,9,8.92
2458347,2018,08,16,0,0,0,1,2,8,8.55
2458348,2018,08,17,0,0,0,1,1,8,8.20
2458349,2018,08,18,0,0,0,1,1,7,6.96
2458350,2018,08,19,0,0,0,1,2,7,7.53
2458351,2018,08,20,0,0,0,1,3,8,8.78
2458352,2018,08,21,0,0,0,1,3,9,9.26
2458353,2018,08,22,0,0,0,0,1,4,3.50
2458354,2018,08,23,0,0,2,1,3,10,12.20
2458355,2018,08,24,1,3,9,1,4,11,20.68
2458356,2018,08,25,1,5,10,1,3,10,19.76
2458357,2018,08,26,1,3,9,1,1,7,16.02
2458358,2018,08,27,1,1,7,0,0,2,8.33
2458359,2018,08,28,0,0,4,0,0,1,4.51
2458360,2018,08,29,0,0,0,0,0,0,0.24
2458361,2018,08,30,0,0,0,0,0,0,0.00
2458362,2018,08,31,0,0,0,0,0,0,0.25
2458363,2018,09,1,0,0,0,0,0,0,0.00
2458364,2018,09,2,0,0,0,0,0,0,0.00
2458365,2018,09,3,0,0,0,0,0,0,0.00
2458366,2018,09,4,0,0,0,0,0,0,0.00
2458367,2018,09,5,0,0,1,0,0,0,0.83
2458368,2018,09,6,0,0,0,0,0,0,0.00
2458369,2018,09,7,0,0,0,0,0,0,0.00
2458370,2018,09,8,0,2,7,0,0,0,6.88
2458371,2018,09,9,1,2,8,0,0,0,7.93
2458372,2018,09,10,0,0,2,0,0,1,2.41
2458373,2018,09,11,0,0,0,0,2,7,7.09
2458374,2018,09,12,0,0,0,1,1,7,7.00
2458375,2018,09,13,0,0,0,0,0,1,0.55
2458376,2018,09,14,0,0,0,0,0,0,0.00
2458377,2018,09,15,0,0,0,0,0,0,0.00
2458378,2018,09,16,0,0,0,0,0,0,0.00
2458379,2018,09,17,0,0,0,0,1,2,2.22
2458380,2018,09,18,0,0,0,0,0,0,0.00
2458381,2018,09,19,0,0,0,0,0,0,0.00
2458382,2018,09,20,0,0,0,0,0,0,0.00
2458383,2018,09,21,0,0,0,0,0,0,0.00
2458384,2018,09,22,0,0,0,0,0,0,0.00
2458385,2018,09,23,0,0,0,0,0,0,0.00
2458386,2018,09,24,0,0,0,0,0,0,0.00
2458387,2018,09,25,0,0,0,0,0,0,0.00
2458388,2018,09,26,0,0,0,0,0,0,0.00
2458389,2018,09,27,0,0,0,0,0,0,0.00
2458390,2018,09,28,0,0,0,0,0,0,0.37
2458391,2018,09,29,0,0,0,0,1,3,2.79
2458392,2018,09,30,0,0,0,1,3,9,8.81
2458393,2018,10,1,0,0,0,1,4,11,11.29
2458394,2018,10,2,0,0,0,1,2,9,8.65
2458395,2018,10,3,0,0,1,0,1,6,6.18
2458396,2018,10,4,0,0,0,0,0,3,2.67
2458397,2018,10,5,0,0,0,0,0,0,0.31
2458398,2018,10,6,0,0,0,0,0,0,0.00
2458399,2018,10,7,0,0,0,0,0,0,0.00
2458400,2018,10,8,0,0,0,0,0,0,0.00
2458401,2018,10,9,0,0,0,0,0,0,0.00
2458402,2018,10,10,0,0,0,0,0,0,0.40
2458403,2018,10,11,0,0,0,0,0,4,3.67
2458404,2018,10,12,0,0,1,0,1,6,7.05
2458405,2018,10,13,0,0,0,1,1,11,10.67
2458406,2018,10,14,0,0,0,1,1,9,8.86
2458407,2018,10,15,0,0,0,0,0,5,5.11
2458408,2018,10,16,0,0,0,0,0,0,0.30
2458409,2018,10,17,0,0,0,0,0,3,3.47
2458410,2018,10,18,0,0,0,0,0,0,0.30
2458411,2018,10,19,0,0,0,0,0,0,0.00
2458412,2018,10,20,0,0,0,0,0,0,0.00
2458413,2018,10,21,0,0,0,0,0,2,2.64
2458414,2018,10,22,0,0,0,0,0,0,0.26
2458415,2018,10,23,0,0,0,0,0,0,0.00
2458416,2018,10,24,0,0,0,0,0,0,0.00
2458417,2018,10,25,0,0,0,0,0,0,0.00
2458418,2018,10,26,0,0,0,0,0,0,0.00
2458419,2018,10,27,0,0,0,0,0,0,0.00
2458420,2018,10,28,0,0,0,0,0,0,0.00
2458421,2018,10,29,0,0,0,0,0,0,0.00
2458422,2018,10,30,0,0,0,0,0,0,0.00
2458423,2018,10,31,0,0,0,0,0,0,0.00
2458424,2018,11,1,0,0,0,0,0,0,0.00
2458425,2018,11,2,0,0,0,0,0,0,0.38
2458426,2018,11,3,0,0,0,0,0,0,0.00
2458427,2018,11,4,0,0,0,0,0,0,0.00
2458428,2018,11,5,0,0,0,0,0,0,0.00
2458429,2018,11,6,0,0,0,0,0,0,0.00
2458430,2018,11,7,0,0,0,0,0,0,0.00
2458431,2018,11,8,0,1,5,0,0,0,5.03
2458432,2018,11,9,0,0,4,0,0,0,4.24
2458433,2018,11,10,0,0,3,0,0,0,2.87
2458434,2018,11,11,0,0,2,0,0,0,1.94
2458435,2018,11,12,0,2,6,0,0,0,6.17
2458436,2018,11,13,1,1,6,0,0,0,6.44
2458437,2018,11,14,0,0,5,0,0,0,5.17
2458438,2018,11,15,1,2,8,0,0,2,10.18
2458439,2018,11,16,1,2,8,0,0,2,9.26
2458440,2018,11,17,1,3,8,0,0,1,8.69
2458441,2018,11,18,1,3,9,0,0,1,10.38
2458442,2018,11,19,0,1,2,0,0,1,3.43
2458443,2018,11,20,0,0,0,0,0,0,0.44
2458444,2018,11,21,0,0,0,0,0,0,0.00
2458445,2018,11,22,0,0,0,0,0,0,0.00
2458446,2018,11,23,0,0,0,0,0,0,0.42
2458447,2018,11,24,0,1,6,0,0,1,6.79
2458448,2018,11,25,0,2,6,0,0,1,6.50
2458449,2018,11,26,0,0,2,0,0,0,2.59
2458450,2018,11,27,0,0,0,0,0,0,0.34
2458451,2018,11,28,0,0,0,0,0,0,0.00
2458452,2018,11,29,0,0,0,0,0,0,0.00
2458453,2018,11,30,0,0,0,0,0,0,0.00
2458454,2018,12,1,0,0,0,0,0,0,0.00
2458455,2018,12,2,0,0,0,0,0,0,0.00
2458456,2018,12,3,0,0,0,0,0,0,0.00
2458457,2018,12,4,0,0,0,0,0,0,0.39
2458458,2018,12,5,0,0,1,1,5,10,11.06
2458459,2018,12,6,0,0,0,1,5,13,12.52
2458460,2018,12,7,0,0,0,1,4,11,11.68
2458461,2018,12,8,0,0,1,0,1,4,4.22
2458462,2018,12,9,0,0,0,0,0,0,0.38
2458463,2018,12,10,0,0,0,0,0,0,0.76
2458464,2018,12,11,0,1,4,0,0,0,4.46
2458465,2018,12,12,0,0,1,0,0,0,0.85
2458466,2018,12,13,0,0,0,0,0,0,0.00
2458467,2018,12,14,0,0,3,0,0,0,2.69
2458468,2018,12,15,0,0,3,0,0,0,2.83
2458469,2018,12,16,0,0,2,0,0,0,1.67
2458470,2018,12,17,0,0,0,0,0,0,0.00
2458471,2018,12,18,0,0,0,0,0,0,0.00
2458472,2018,12,19,0,0,0,0,0,0,0.00
2458473,2018,12,20,0,0,0,0,0,0,0.00
2458474,2018,12,21,0,0,1,0,0,0,0.55
2458475,2018,12,22,0,0,0,0,0,0,0.00
